date,feature1,feature2,target
2025-10-26,62.22561476030144,24.653125095968942,265.99079848253956
2025-10-27,56.30546750697798,30.89845309796764,278.9092024550293
2025-10-28,55.44120314350857,28.794244633490095,262.55142648989676
2025-10-29,48.532439120851805,32.919438252006046,248.69604413458836
2025-10-30,60.9901346479153,39.063492647033996,344.8060409509965
2025-10-31,46.45657891651362,35.03887823021682,270.501247090243
2025-11-01,52.15598836867456,24.669762245586337,220.1997375047029
2025-11-02,65.2854308230877,32.45432127770126,311.36584986995996
2025-11-03,32.411777242038184,29.67156578418911,205.28847168196566
2025-11-04,60.04846103428626,39.858578820318556,347.10888364061356
2025-11-05,42.169895958067755,29.039269578902466,216.04468613476442
2025-11-06,24.07769439674105,26.07828289566347,155.37411869203646
2025-11-07,40.3009186981861,28.928414673156684,218.51002104645514
2025-11-08,41.11897768167921,27.46371098659018,209.71845599178687
2025-11-09,66.17565125051445,20.534011741107392,239.65783184231287
2025-11-10,66.81108577445453,23.784817992380336,270.6733749147908
2025-11-11,81.71391244052082,22.18892672999246,294.06553875585865
2025-11-12,49.97795302029843,20.42151383524319,183.28768382422095
2025-11-13,50.99466792677473,19.502915313634755,185.80687213205627
2025-11-14,53.23087757268622,27.316937086369492,244.90409687923213
2025-11-15,73.73569205635187,26.550352681259607,304.78114524005656
2025-11-16,63.21651995616595,33.880270483055476,327.722027151375
2025-11-17,55.353548381558646,20.09762087330141,211.01334268948884
2025-11-18,44.77030095528087,21.847401982190988,189.56599142596576
2025-11-19,78.77700599481273,22.230660853224222,290.67557635992347
2025-11-20,35.437616423466196,34.822441829271874,248.97336591308482
2025-11-21,52.179588110050915,23.478290017030794,212.83761671466533
2025-11-22,53.03114486967365,32.86106699341454,278.38812799555836
2025-11-23,62.90175535785054,7.614112910622927,145.9728921330848
2025-11-24,39.30529457648027,18.830688816014124,162.21925089096345
2025-11-25,71.24542046498165,37.55150336964001,374.12993911495727
2025-11-26,53.45772818761892,20.527676949367592,214.14485107711005
2025-11-27,43.32064973320749,29.469644272878575,232.08342397975022
2025-11-28,46.66661459499136,18.666002038294,172.6243812360915
2025-11-29,54.41390239176509,15.418118150539462,184.81731295254184
2025-11-30,48.04470087183888,26.380024279499498,229.50018203485496
2025-12-01,65.45327336361152,24.588752115620586,270.00792940127826
2025-12-02,43.356156884218755,24.10700737879823,187.7051971331707
2025-12-03,60.080313302597574,36.39963094857094,322.01532999571936
2025-12-04,78.69093402306635,18.79769731787089,274.76963974700277
2025-12-05,58.677044535214016,22.51397237106532,223.091852938399
2025-12-06,66.99114318008272,30.426763804144322,296.29069711380214
2025-12-07,65.4680331812688,31.12177131869285,308.9628035852629
2025-12-08,32.584236459907316,19.303255529896347,154.77122413237552
2025-12-09,69.7689290757994,27.050870876184234,284.41852558854924
2025-12-10,53.4578226984695,24.397507672188993,228.85724227768614
2025-12-11,65.10047736241704,16.145144862083,207.9261504757598
2025-12-12,68.25440866861172,28.443584225768312,299.05754126466013
2025-12-13,60.60622243594197,21.828511889750324,238.57842310325125
2025-12-14,57.462159072472446,21.39416891164853,236.3876174177751
2025-12-15,39.60708853202699,21.71105641628966,180.7467292636096
2025-12-16,64.74290927754573,27.51820405622133,282.16155985930914
2025-12-17,56.122031073466495,12.362125418063071,174.00141726073184
2025-12-18,60.70745144055834,24.608789151102584,260.98675330116373
2025-12-19,66.8874542859861,19.757532125521738,232.43733949313676
2025-12-20,41.57487497794527,15.48773440413371,149.50970124350152
2025-12-21,66.91428411532748,20.333828425289063,242.8792753494813
2025-12-22,71.67151073352183,22.645284933589366,277.9336952100887
2025-12-23,50.414894082001766,23.808632244028487,225.3525619108357
2025-12-24,33.929100368250516,17.58783633370284,141.40295327151438
2025-12-25,80.28093718317123,25.365938818153243,314.66797812130426
2025-12-26,63.0338683960511,22.757562499294497,239.51734219363914
2025-12-27,60.89622424000116,16.16933677040466,195.31238570984604
2025-12-28,55.092092767999496,24.276710006797842,241.16997630327427
2025-12-29,47.58393895091857,26.39994131965716,225.39761257093676
2025-12-30,47.13745056113456,18.66102079370245,183.17613321363766
2025-12-31,56.593474047930165,33.25404856873606,303.0068190958907
2026-01-01,55.8275364017332,35.670272698030104,304.2348028711521
2026-01-02,50.7539040585752,11.067938265010033,155.14294887710153
2026-01-03,44.201979319190436,25.27665244678569,196.74768598291882
2026-01-04,56.800940721946176,18.883699937573272,199.10104296835303
2026-01-05,41.13861082944464,17.528895247969963,166.74777857757107
2026-01-06,35.34294562647437,31.792092010271634,227.73831284193645
2026-01-07,37.73980903043504,25.25016337455025,187.652249313867
2026-01-08,35.005110573825675,24.60543172881657,169.76190549406752
2026-01-09,61.843819559853316,30.179676285497855,296.41126656501507
2026-01-10,45.50649630338657,25.53050852387509,217.6868476758121
2026-01-11,63.8167990786197,18.66451726269086,214.5589265449128
2026-01-12,59.13813118050353,25.148261763867716,252.6056022777131
2026-01-13,75.44525090664206,35.727874938969755,378.7939312637298
2026-01-14,63.31852722726963,28.336237548564906,275.46440536113903
2026-01-15,63.88901836535262,32.74179251910273,304.67672968538676
2026-01-16,47.93479147007292,27.79981816410966,238.17046694674602
2026-01-17,33.18708373706356,19.294609437010628,154.21285699026635
2026-01-18,62.23250810651669,20.96054899898342,249.95151156901403
2026-01-19,68.60263432756383,33.14815693169731,329.5964235399852
2026-01-20,49.701012105313936,32.75802624954333,281.2927940359423
2026-01-21,48.36880686739072,41.12830587877632,318.85612021199796
2026-01-22,49.87878224153661,36.59947944648964,297.0272537226211
2026-01-23,46.16976742206392,29.960036620559773,247.61411962973926
2026-01-24,68.74362929163973,37.77952712954348,371.49638959615936
2026-01-25,52.90645009161505,17.387072961288023,183.34220605200676
2026-01-26,63.8112174596116,26.374581982065806,273.2590172094209
2026-01-27,58.71477565041715,27.510705262440187,266.0152397913444
2026-01-28,44.134584647876984,17.519254863576652,154.42789029422613
2026-01-29,77.57671157562952,31.890165667148207,363.00778672351777
2026-01-30,52.283328046937726,24.90127409325784,232.96106109264406
2026-01-31,45.336941027948846,31.262422531514417,239.93728463452388
2026-02-01,71.87613330710417,37.23403859273793,375.4225919345434
2026-02-02,62.77731647167568,26.258999794011558,257.81776939719555
2026-02-03,50.62160986816936,29.251743059060406,247.07784185385714
2026-02-04,42.742741942836865,36.54005112223174,269.37860011159194
2026-02-05,37.107181991950064,24.967032830538386,196.00849497986616
2026-02-06,43.03887359795126,40.29421445588307,299.00795402481145
2026-02-07,59.885958868119545,32.3982895189157,301.3448717296205
2026-02-08,44.02308589539702,22.712255621486175,197.13243119762163
2026-02-09,67.03286810056684,30.82701147612652,310.2362278267381
2026-02-10,49.649116072299336,39.95851666105897,321.60195454444516
2026-02-11,64.91442801931991,26.799701616404192,280.90696289552335
2026-02-12,44.686581248311285,38.082164621966534,287.6967394551372
2026-02-13,56.58651982415937,28.800835734013734,266.6394852036584
2026-02-14,55.96572892636121,26.897887729671492,251.47776945957764
2026-02-15,53.052879893168026,33.47278324992638,291.96263550698404
2026-02-16,54.77539504232632,39.60365491025657,331.8206439595693
2026-02-17,48.94784954802958,27.272524092938248,234.46753643064474
2026-02-18,52.96215001793405,22.638366524680848,208.82996130952267
2026-02-19,77.11133462352862,35.51085271789823,379.67711718361795
2026-02-20,57.70460979155722,36.89421223862084,328.4712186803449
2026-02-21,71.65770569007988,34.62726852741598,344.77679275809027
2026-02-22,72.04086714672785,37.097971829002326,355.62793570966716
2026-02-23,61.76325926958153,31.666954107070616,303.5128338312891
2026-02-24,69.73894735559834,28.352151624474665,302.39117827092423
2026-02-25,60.80432212193418,30.120218082018148,288.86949752530137
2026-02-26,55.38890862314644,41.397239639931115,346.3611609799207
2026-02-27,52.00506398721144,30.481421257379907,272.992890149241
2026-02-28,47.01490315162645,32.95786949870274,256.60371222009155
2026-03-01,44.75200296004812,35.134003465915086,264.47043264908666
2026-03-02,78.24788342057619,37.640052304748075,386.2444218111455
2026-03-03,55.12081605254154,26.201505331496854,249.31994037706053
2026-03-04,55.725757149958625,29.061655600361952,264.7299378068211
2026-03-05,66.35143249321848,26.156897915497822,273.8279208055781
2026-03-06,20.55884678325384,40.264714849897395,213.71961815105502
2026-03-07,59.220521391895446,30.07758887370244,269.64394749520534
2026-03-08,58.18587614220556,27.541701513543693,266.1154093262981
2026-03-09,56.26854656907126,36.99931227905268,321.29984168799865
2026-03-10,48.0676213222352,28.27476219783468,246.5704036907588
2026-03-11,50.13541569446078,32.153156216067046,279.721778326457
2026-03-12,68.08343113171384,39.429405210615,378.7946281025116
2026-03-13,72.12725835569923,37.015429642699075,366.22340676747643
2026-03-14,63.31577041942833,39.53775304917446,354.99784885422986
2026-03-15,57.22240526971397,24.812013354063104,252.93149072535851
2026-03-16,56.2891733535597,25.477547604614173,231.04597065624696
2026-03-17,52.44144328613729,29.689162952722203,264.4071509811738
2026-03-18,41.422183757905835,30.817190592734573,234.80796933592248
2026-03-19,58.733886978448496,19.70902782514557,214.10391990822504
